original,predicted,wer:21.54,cer:6.81,num_tokens,num_chars,substitutions,insertions,deletions
bavedette lokola mohamed ali geoges forman james brown bango nyɔnso baleka na balabala bokasa,pavedante lokola moamedale deoch sormane djeomce bone bango nyɔnso baleka na balabala bukasa,8,19,14,80,7,0,1
mawa esunda pongi eyingela olongwa susi na ngai,mawa esunda pongi eyingela olongola soucis na ngai,2,5,8,40,2,0,0
yɔka yɔ masolo ozalaka na yango,yoka yɔ masolo ozalaka nango,3,3,6,26,2,0,1
moko na bango abandi kobeta lisolo ya ekipi moko ya bale,moko na bango abandi kobeta lisolo ya ekipi moko ya bana,1,2,11,46,1,0,0
baboya yɔ te yɔ nani,naboya yɔ te yɔ nani,1,1,5,16,1,0,0
tshotsho nde mɔtɔ ayaka na baninga na ye,tshotsho nde mɔtɔ ayaka na baninga na ye,0,0,8,33,0,0,0
bozali na raison kasi nasengi bino bolimbisi,bozali na raison kasi nasengi bino bolimbisi,0,0,7,38,0,0,0
yɔ na mwasi na yɔ na bǎna na yɔ bolie yango,yɔ na mwasi na yɔ na bala na yɔ bolie yango,1,2,11,33,1,0,0
nzoto ya mwasi ekomi eyinelo nakosoli te,nzoto ya mwasi ekomi eyinelo nakosoli te,0,0,7,34,0,0,0
babeti ya kin kutu bakomaki tii na ndelo ya kobeta na vita pe imana bikipi ya minene ya engumba kinshasa,babeti babeti ya kine kutu bakomaki tii na ndelo ya kobeta na vita pe ayimana bikipi ya minene ya engumba ya kinshasa,4,11,20,85,2,2,0
kitooko elooko te,kitoko elɔkɔ te,2,4,3,15,2,0,0
osombi mbala minei mbala minei ya gaillard ozodondwela biso na avenue bokasa oyɔ bokomisa liziba,osombi kaka fa quatre ya gayar ozobondela biso na avenu bokasa oyɔ bokomisa liziba,7,23,15,82,6,0,1
ozwi mbɔngɔ ya bato nyɔnso omemi yango epayi na yɔ,ozwi mbɔngɔ ya bato nyɔnso omeli yango epayi na yɔ,1,1,10,41,1,0,0
botingameli kibokonzi po bokota boloko te,botinga amɛliki bokonzi mpo bokota boloko te,4,3,6,36,3,1,0
lokola azalaki na kotambola na lombango makasi motuka ebeti libaku ebaluki makalekale,lokola ezalaki na kotambola na lombango makasi motuka ebeti libaku ebaluki makalekale,1,1,12,74,1,0,0
atekeli muji lopango yango na dolar nkoto nkama misato,ateki mozi lopango yango na dolar nkoto nkama misato,2,4,9,46,2,0,0
okanisi nakotikela yɔ bana na ngai,okanisi nakotikela yɔ bana na ngai,0,0,6,29,0,0,0
mɔtɔ mosusu abakisi kɛndɛ na yɔ kostaffer na bana mayi na yɔ,e mɔtɔ mosusu abakisi ake ne noo kostafer na bana mayi na yɔ,5,9,12,49,4,1,0
tina nasamba te,tina nasamba te,0,0,3,13,0,0,0
alingaka kotala baemission ya français te,alindaka kotala baemuission ya flançis te,3,4,6,36,3,0,0
mɔtɔ ya minei atelemi pe akomi koya esika tshotsho amitielaki kiti,mɔtɔ yambinatelemi pe akomi koya esika tsjotso amitielaki ekiti,5,6,11,56,3,0,2
babosani mwana ya matete,babosani mwana ya matete,0,0,4,21,0,0,0
na libanda banzela ezali kaka ya kokufa,na libanda banzela ezali kaka ya kokufa,0,0,7,33,0,0,0
lεlɔ barumbu ekoma na yango liziba ya bosɔtɔ ezanga mbisi,lεlɔ barumbu ekoma na yango lizipa ya bosotɔ ezanga mbisi,2,2,10,48,2,0,0
tozali bato yɔ ozali mɔtɔ te,tozali bato yɔ ozali mɔtɔ te,0,0,6,23,0,0,0
oyɔ nalonaki nde nabuki,oyɔ nalonaki nde nabouki,1,1,4,20,1,0,0
bayei komona ete azalaki kolobela mopao oyɔ azalaki na kati ya mercedes ya mwindu,baye komona ete azalaki kolobela mopar oyɔ azalaki na kati ya matedesi ya mwendu,4,7,14,68,4,0,0
mama auguy abaluki akobi nzela na ye,mama odi abaluki akobi nzela na ye,1,5,7,30,1,0,0
otosi yango opusani otosi yango te ebebeli yɔ,otosi yango epusani otosi yango te ebebeli yɔ,1,1,8,38,1,0,0
ameli soyi,amɛli soyi,1,1,2,9,1,0,0
yango nde lopango muji asombaki na mbɔngɔ tshotsho ayibaki,yango nde lopango mugi asombaki na mbɔngɔ totsho ayibiki,3,4,9,50,3,0,0
liboso motuka ekoma miso ya jeannine ezotala ndenge tata oyɔ akiti na motuka,liboso motuka ekoma miso ya jeannine ezotala ndenge tata oyɔ akiti na motuka,0,0,13,64,0,0,0
okoexpliquer ngai nini,okoexpliquer ngai nini,0,0,3,20,0,0,0
pe etekami,pe etekamaki,1,2,2,9,1,0,0
azalaka na ye pe na baninga te to bandeko oyɔ bayaka kotala ye,azalaka na ye pe na baninga te to bandeko oyɔ bayaka kotala ye,0,0,13,50,0,0,0
napesa yɔ mbote molimo esemi nasuki awa,napesa yɔ mbote molimo esemi nasuki awa,0,0,7,33,0,0,0
mokolo bakundaki yɔ nazalaki na kisasa nawelaki bibonga,mokolo bakundaki yɔ nazalaki na kinshasa nawelelaki bibonga,2,4,8,48,2,0,0
bato bazalaki kokɛngɛla ye basutuka,malεmbε malεmbε bato bazalaki koleka na balabala bayoki makelele,7,35,5,31,3,4,0
bakozwa yɔ na kilo tein,bakozwa yɔ na kilo tem,1,2,5,19,1,0,0
litanga ya kwiti oyɔ etikalaki ebimi,litanga ya kuiti oyɔ etikali ebimi,2,3,6,31,2,0,0
nakoseka na esεngɔ mai ya miso ekokawuka,nakoseka na esεngɔ mayi ya miso ekokawuka,1,1,7,34,1,0,0
bana na yɔ bazalaka lisusu na ngai te,bana na yɔ bazalaka lisusu na ngai te,0,0,8,30,0,0,0
apumbuki yango na nsima atelemi,apumbwɔki yango na nsima atelemi,1,2,5,27,1,0,0
akomi kaka koloba lisolo na litoyi ya makangu na ye oyɔ babimaki na ye,akomi kaka koloba lisolo na litoyi ya masango na ye oyɔ babimaki na ye,1,2,14,57,1,0,0
nazobenga nani,nazobenga nani,0,0,2,13,0,0,0
bokosilisango,bokosilisa ngo,2,0,1,13,1,1,0
muji ameseni pe na ndako ya mbεlε na mbala moko,muji amesani pe na ndako ya mbεle na mbala moko,2,2,10,38,2,0,0
bango nyɔnso bazalaka lingomba moko ya politiki ezalaki lingomhba ya mokonzi ya mboka,bango nyɔnso bazalaka lingomba moko ya politikue ezalaki lingomba ya mokonzi ya mboka,2,3,13,73,2,0,0
nzambe asi asala akela mokili na mikolo motoba na mokolo ya sambo apemaka,nzambe asi asara akela mokili na mikolo motoba na mokolo ya sambo apemaka,1,1,13,61,1,0,0
tozalaki kobetana po na kolakisa makasi,tozalaki kobetana po na kozakisa makasi,1,1,6,34,1,0,0
tshotsho kodiongo akamwe,tshotsho kodiongoa kamoen poma o,4,7,3,22,2,2,0
bazalaki soki bato zomi kasi milangi kaka misato ya masanga pe esi esilaki na yango,bazalaki soki bato zomi kasi milangi kaka misato ya masanga pe esi esilaki na yango,0,0,15,69,0,0,0
tango bato ya misala bakei muji atikali ye moko atali ndaku,ntango bato ya misala bakeyi muji atikali ye moko atali ndako,3,3,11,49,3,0,0
nyɔnso wana ezosalama tshotsho kodiongo pe azoyeba te,nyɔnso wana ezosalama tshotsho kodiongo pe azoyeba te,0,0,8,46,0,0,0
bato mitano balali bibembe,bato mitano balali bibembe,0,0,4,23,0,0,0
yɔ na ngai lisolo ezalaka lisusu te,yɔ na ngai lisolo ezalaka lisusu te,0,0,7,29,0,0,0
etumba oyɔ okɛndɛki kobunda lεlɔ esilisi mboka mobimba,etumba oyɔ ekɛndɛki kobunda lεlɔ esilisi mboka mobimba,1,1,8,47,1,0,0
ata pe ozali mwana barumbu osala nini,ata pe ozali mwana bango osala nini,1,5,7,31,1,0,0
muji mwananyoka mapango na ye ya sika asombaki na bacommissionnaire misusu,muji mwananyoka mapango na ye ya sika asombaki na bacomisionnaire misusu,1,2,11,64,1,0,0
atikali kuna elongi na kitalatala tango molayi mpenza,atikali kuna elongi na kitalatala tango molayi mpenza,0,0,8,46,0,0,0
bakoma kobenga yɔ bon client,bakoma kobenga yɔ bontrlia,2,5,5,24,1,0,1
atikalaki kaka na lopango wana,atikalaki kaka na lopango wana,0,0,5,26,0,0,0
mwa mayi moko ezalaki wana,mwa mayi moko ezalaki wana,0,0,5,22,0,0,0
makanisi ezongi bango nsima,makanisi ezongi bango nsima,0,0,4,24,0,0,0
ata nsɔni te obengi ngai mwasi na yɔ,ata nsɔni te obengi ngai mwasi na yɔ,0,0,8,29,0,0,0
bana basili na kokufa ngai matoyi lokola ezosala te,bana basili nakokufa ngai matoyi lokola ezosala te,2,0,9,43,1,0,1
mingala mike mike pe epayi basi oyɔ ya mpεmbεni bango basengaka na ndenge ya muke te,mingala mike mike pe epayi pasi oyɔ ya mpεmbεni bango basengaka na ndenge ya moke te,2,2,16,69,2,0,0
ekomeli ngai boni,ekomɛli ngai boni,1,1,3,15,1,0,0
mpiaka na yɔ mabe ee,piaka na yɔ mabeya,3,3,5,16,2,0,1
lεlɔ tosi tokoma soki na mokolo ya zomi yɔ ozozela nzambe asala,yɔ toitokoma na mokolo zomi yɔ ozozela nzambe asala,5,10,12,52,2,0,3
kasi barumbu basakanaka na yango te,kasi barombu basakanaka na yango te,1,1,6,30,1,0,0
akopesela mokonzi na ndenge moko ete moflato ya renard liboso ya aigle kutu mokε,akopesela mokonzi na ndenge moko ete moplato ya remar liboso ya egble kutu muki,4,8,14,67,4,0,0
na miniti mokε motuka etikali se mabende,na minuti mokε motuka etikali se mabende,1,1,7,34,1,0,0
amesana mwa mbɔngɔ ya boki bato babeleli kombo na ye,amesana mwa mbɔngɔ ya boki bato babeleli kombo na ye,0,0,10,43,0,0,0
pema ya kanda emati na tolo,pema ya nkanda emati na tolo,1,1,6,22,1,0,0
bopoti mmbangu boyei kinshasa bokomi bakonzi,bopotimbangu boyeya kinshasa bokomi bakonzi,3,3,6,39,2,0,1
tshotsho asepeli,tsotsho asepeli,1,1,2,15,1,0,0
bakutani pe na bandeko misusu ya kilo lokola bango,bakutani pe na bandeko misusu ya kilo lokola bango,0,0,9,42,0,0,0
na nsima ya sanza misato mwananyoka memoire ezosala kaka eyemba mopao mokonzi,na nsima ya sanza misato mwananyoka memwar ezosala kaka eyemba mopawo mokonzi,2,4,12,66,2,0,0
oloba ozali mwana ya barumbu ndaku na biso ezalaki wapi,koloba ozali mwana ya bayungu ndako na biso ezalaki wapi,3,5,10,46,3,0,0
bilili ya bomoyi na ye etamboli liboso na ye lokola defile na triomphal,bilili ya bomoi na ye etamboli liboso na ye lokola defiler na trinonfal,3,6,13,59,3,0,0
nakozala na mboka ya bawei molimo epai ya nzambe,nakozala na mboka ya bawei molimo epayi ya nzambe,1,1,9,40,1,0,0
abandi masolo ya politiki ndenge azokana kobongisa barumbu soki baponi ye,abandi masolo ya politiki ndenge azokana kobongisa balunbo soki baponi ye,1,3,11,63,1,0,0
naluki na bikotakota babenga ngai honorable ye oyɔ abongi na lokumu liwa na yɔ nayokaki yango nabosanaki yango,nalukaki na bikota kota babenga ngai onorable ye oyɔ abongi na lokumu liwa na yɔ nayokaki yango nabosanaki yango,4,3,18,93,3,1,0
wana azozela kobelela ye mopao oleki bango,wana azozela babelela ye mopago oleki bango,2,3,7,36,2,0,0
tshotsho kodiongo apusani mpεmbεni na bango,tshotsho kodiongo apusani mpεmbεni na bango,0,0,6,38,0,0,0
motema libanga nazwi wapi,motema libanga nazwi wapi,0,0,4,22,0,0,0
oyɔ ya mobali akɛndɛ luanda,oyɔ ya mobali akɛndɛ lwanda,1,1,5,23,1,0,0
ebakata na villa,ebakata na villa,0,0,3,14,0,0,0
mpiaka likolo ya  mpiaka ateka bilɔkɔ nyɔnso azalaka na yango,mpiaka likolo ya mpiaka ateka bilɔkɔ nyɔnso azalaka na yango,0,0,10,51,0,0,0
naluki butu na moyi babenga ngai excellence ye oyɔ aleki na malonga,naluki butu na moyi babengangka excellence ye oyɔ aleki na malonga,2,2,12,56,1,0,1
bisika ya kofanda ezali ebele,bisika ya kofanda ezali ebele,0,0,5,25,0,0,0
azongeli kaka commissionnaire oyɔ amemelaki ye masolo yango,azongeli kaka komesona oyɔ amemelaki ye masolo yango,1,9,8,52,1,0,0
natelema nayamba yɔ,natelema nayamba yɔ,0,0,3,17,0,0,0
ezali ekala,ezali isala,1,2,2,10,1,0,0
tika ngai nafanda kimya,tika ngai nafanda kimia,1,1,4,20,1,0,0
nini ezosala yɔ ezali kindoki to ezali kibolole,nini azosala yɔ ezali kindoki toɔ ezali kibolole,2,2,8,40,2,0,0
kuna asombi pe lopango afandi masolo pe ebongwani,kuna asombi pe lopango afandi masolo mpe ebongwani,1,1,8,42,1,0,0
ayɔki na litoyi mongongo oyɔ elalisaka ngubu na ebale   ngai mwasi ya ministre mobimba nafutelaka,ayɔki na litoyi mongongo oyɔ elalisaka ngobu na ebale ngai mwasi ya ministu mobimba nafutelaka,2,3,15,81,2,0,0
uta mokolo wana tshotsho alobaka lisusu te likambo ya barumbu,uta mokolo wana tshetsho alobaka lisusu te likambo ya barumbu,1,1,10,52,1,0,0
ekipi yango ezalaki  kosangisa bana ya zone ya kinshasa pe zone ya barumbu,ekipyango ezalaki kosangisa bana ya zomi ya kinshasa mpe zoni ya barumbu,5,5,13,61,4,0,1
muji atie yango na kombo na ye moko,mudi yatie yango na nkombo na ye moko,3,3,8,28,3,0,0
afandi mwa kimya,afandi mwa kimia,1,1,3,14,1,0,0
mwa mbɔngɔ ya  bapolo mwa danki ekosopa mabele na avenue bokasa djalεlɔ ekoyembama ete azali nsoso ya mboka,mwa mbɔngɔ ya bapolo mwandaki ekosopa mabele na aveni bokasa djalelo ekoyembama ete azali nsɔsɔ ya mboka,5,8,18,89,4,0,1
masumu ya bato nyɔnso oyɔ bakamba mboka pe bakomisa barumbu esika barumbu ekomi afuti masumu na bango,masumu ya bato nyɔnso oyɔ bakambaka mboka pe bakomisa balumbu esika balumbu ekomi afuti masumu na bango,3,4,17,85,3,0,0
ezala commune ezala zone ezali maloba ya français,ezala commune ezala zome ezalaki maloba ya français,2,3,8,42,2,0,0
moyimoyi mwananyoka aluki bacommissionnaire,moyi moyi mwananyoka aluki bacomissionnaire,3,1,4,40,2,1,0
lokola pe kinshasa ekoma mbindo esengeli tango nyɔnso kotala esika ozali kotiya likolo,lokola pe kinshasa ekoma mbindo esengeli tango nyɔnso kotala esika ozali kotiya likolo,0,0,13,74,0,0,0
kihonorable nalulaki bapesa ngai na ndikila kiexcellence natekelaki mboka balongoli mafuta nzoyi,kionorable nalukaki bapesi ngai na ndikela excellance natekelaki mboka balongoli mafuta nzoi,6,8,12,85,6,0,0
bakozala kofuta mbɔngɔ na compte na ye na banki,bakozala kofuta mbɔngɔ na cote na ye ya banki,2,3,9,39,2,0,0
makanisi ezali kotambola ye mmbangu mmbangu,makanisi ezali kotambola ye mbangu mbango,2,3,6,38,2,0,0
soki etangama okokufa na pepo ata osali ndenge nini sukasuka okomata kaka na pepo,soki etangama okokufa na pepo ata osali ndenge nini sukasuka okomata kaka na pepo,0,0,14,68,0,0,0
na ma campagne esi ezalaki na kolo masolo oyɔ esi akanaki kotiya libaya na ma campagne,na ma campagne esi ezalaki na kolo masolo oyɔ esi akalaki kotiya libaya na macampagne,3,1,16,71,2,0,1
muji mwananyoka apesa tshotsho nyɔnso oyɔ nzoto na ye bo mobali ekokaki kozala na posa ya kozwa,mudji mwananyoka apesa toto nyɔnso oyɔ nzoto na ye bmobali ekokaki kozala na posa ya kozwa,4,6,17,79,3,0,1
bakomi kokanisa ndenge bazalaki kokɛndɛ kopotana na lisano ya ndembo na bana ya camp otraco,bakomi kokanisa ndenge bazalaki kokɛndɛ kopotana na lisano ya ndembo na bana ya ca otraco,1,2,15,77,1,0,0
na ndenge ya solo ayɔki mpenza ete soki akeyi kosuba te akosuba na bilamba,na ndenge ya solo ayoki mpenza ete soki akeyi kosoba te akosoba na bilamba,3,3,14,61,3,0,0
bato ya ntembe bazali,bato atembe bazali,2,2,4,18,1,0,1
mpiaka ekoti yɔ ozongi pprd ozwi mwa poste otongi ndaku ya etage,mpioaka ekoti yɔ ozongi peperde ozwi mwa poste otongi ndako etage,4,7,12,53,3,0,1
po pere na biso azalaki mpenza mutu ya lumumba deux fois te,po pere na biso azalaki mpenza mɔtɔ ya lumumba defwate,4,7,12,48,2,0,2
ata kokomba oyɔ ya kokomba bozoyiba tii mbɔngɔ ya  kombo,ata kokombo ya kokoma bozoyi batii mbɔngɔ nkombo,7,6,10,46,5,0,2
ezalaki na bamibu diznef cent katre vin na tango ya mobutu,ezalaki na ba mibo dixneuf ans katre vents na ntango ya mobutu,6,10,11,48,5,1,0
esengi kaka yɔ otia libaya kuna,esengi kaka yɔ otiya libaya kuna,1,1,6,26,1,0,0
akoti na kikuku amisaleli mwa maki mwa ti ya motane ezanga miliki mwa lipa ye wana alei na kimya nyɔnso,akoti na kikuku amisaleli mwa maki mwa ti ya motane ezanga miliki mwalipa ye wana aleyi na kimya nyɔnso,3,1,20,84,2,0,1
mokolo mwananyoka apesaki bato basombaki lopango fungola tshotsho kodiongo azalaki na mission ya mosala na lubumbashi,mokolo mwananyoka apesaki bato basombaki lopango fungola shotsho kodiongo azalaki na mison ya mosala na lobumbashi,3,4,16,102,3,0,0
yɔ ozomona te ke mboka eza ya kokufa,yɔ ozomwana te ke mboka eza ya kokufa,1,2,8,29,1,0,0
basololi tii baye kokoma na eyano,basololi tii baye kokoma na eyano,0,0,6,28,0,0,0
mokolo moko na ekala moko na gombe bazalaki elongo na baninga na ye ya politiki po na komɛla masanga pe kolekisa mwa tango,mokolo moko na ekala moko na gombe bazalaki elongo na baninga na ye ya politiki po na komɛla masanga pe kolekisa mwa ntango,1,1,23,100,1,0,0
makambo nini ozoloba,makambu nini ozoloba,1,1,3,18,1,0,0
tshotsho ayanoli na se ya motema  ebongo na kikwit soki balabala ezali te ekosala nini,ntshoto ayanoli na se ya motema ebongo na kikwiti soki balabala ezali te ekosala nini,2,4,15,71,2,0,0
sikoyɔ ekomi lisusu vote ozoya kwelekwele na mbɔngɔ na biso oyibaki osombela biso masanga,sikoyɔ ekomi lisusu vo ozolia kola kola na mbɔngɔ na biso ayibaki osombela biso masanga,5,11,14,76,4,1,0
bato bayei ebele esika yango mɔtɔ akokipe kosunga bango azali te,bato bayeyi ebele esika yango mɔtɔ akoki pe kosunga bango ezali te,4,2,11,54,3,1,0
azali mɔtɔ ya lingomba ya tata mokonzi,azali mɔtɔ ya lingomba ya tata mokonzi,0,0,7,32,0,0,0
basombaka nini na barumbu,basombaka nini na balumbu,1,1,4,22,1,0,0
mabanga ezali kolanda bango,mabanga ezali kolanda bango,0,0,4,24,0,0,0
aye kokoma na ndako yango na poso oyɔ elandi,aye kokoma na ndako yango na poso oyɔ elali,1,2,9,36,1,0,0
balabala bokasa oyɔ,balabala bokasa oyɔ,0,0,3,17,0,0,0
basi oyɔ olalaki na makasi bazali basi lokola ngai,basi oyɔ olalaki na makasi bazalaki basi lokola ngai,1,2,9,42,1,0,0
bozalaka boye bosi bokataki moyeke kuna soki bana kongo basili te bino pe bokolεmba te,bozalaka boye bosi bokati moyeke kuna soki bana acongo basili te bino pe bokolemba te,3,5,15,72,3,0,0
excellence abakisi mbɔngɔ ndaku ezongi ya sika,excellence abakisi mbɔngɔ ndako ekomi ya sika,2,4,7,40,2,0,0
kota na mutuka tokosolola na malεmbε,kota na motuka tokosolola na malεmbε,1,1,6,31,1,0,0
na etelemelo ya bisi ya kingasani ya suka ezalaka na bato ebele,na etelemelo ya bis ya kingasani ya suka ezalaka na bato ebele,1,1,12,52,1,0,0
tshotsho kodiongo ayɔki neti pepe kalle abimi na nkunda pe azali kozomela ye,tshotsho ko diongo ayoki neti pepekale abimi na nkunda pe azali kozomela ye,5,2,13,64,3,1,1
dongolomiso basilisi bato na koboma mpinzoli te,bongolo miso basilisi bato na koboma pinzoli te,3,2,7,41,2,1,0
tshotsho kodiongo abetami,tsho ttho kodiongo abetami,2,1,3,23,1,1,0
tata oyɔ akomi kosala neti asundola vie na ye ya kala ndako na ye aya kotingama awa,tata oyɔ akomi kosala neti asundola vie na ye ya kala ndako na ye aya kokingama awa,1,1,17,67,1,0,0
ye moko amiyanoli  esala nini,ye moko amiyanoli esala nini,0,0,5,24,0,0,0
nakokɛndɛ na ye wapi soki balongoli ye,nakokɛndɛ na ye wapi soki balongoli ye,0,0,7,32,0,0,0
elɔkɔ nini etindaki ngai naloba ke nazali mwana ya barumbu,elɔkɔ nini etindaki ngai naloba que nazali mwana ya barumbu,1,2,10,49,1,0,0
motuka moko ya mwindu bitalatala ya molili,motuka moko ya moindo bitalatana ya molene,3,6,7,36,3,0,0
wana ozali komikosa nzambe azosala te,bwana ozali komikosa nzambe azosala te,1,1,6,32,1,0,0
aseki abeti mabɔkɔ amilobeli   nasombi villa na ma campagne,aseki abeti mabɔkɔ amilobeli nasombi vila na ma campagne,1,1,9,49,1,0,0
mokolo mosusu awutaki kosukola,mokolo mosusu awutaki kosukola,0,0,4,27,0,0,0
kombo na yango ezalaki babeti ya kin,kombo na yango ezalaki babeti ya kin,0,0,7,30,0,0,0
mibali oyɔ bobomaki te nsɔni elata bango po na oyɔ ya nsɔmɔ bosalaki na basi pe bandeko na bango ya basi,mibali oyɔ babomaki te nsoni elata bango po na oyɔ ya sɔmɔ bosalaki na basi pe bandeko na bango ya basi,3,3,21,84,3,0,0
muji alongwe na badalungwa akoti na ndako na ye moko na ma campagne,muji alongwe na bandalubwa akoti na ndako na ye moko na macampagne,3,3,13,55,2,0,1
botamboli zamba-zamba botimola koltani boteki yango mangondo po basalela na yango basmartfone,botamboli zambazamba botimoli koltane boteki yango mangondo pon bosalela na yango basmantrhone,6,8,12,82,6,0,0
azotala masolo ya politiki ya france,azotala masolo ya politike ya france,1,1,6,31,1,0,0
motema emesana na komonaka ebele ya pasi eyelaka yɔ,motema emesana na komonaka ebele ya pasi eyelaka yɔ,0,0,9,43,0,0,0
zonga na ebele ya mosolo na yɔ osala elambo na misuni ya bato oliaka,zonga na ebele ya masolo na yɔ kosala elambo na misuni ya bato biaka,3,4,14,55,3,0,0
olobi ozali mwana ya barumbu osilisi okeyi kaka bongo,olobi ozali mwana ya barumbu osilisi okeyi kaka bongo,0,0,9,45,0,0,0
bato mosusu pe bakoma koya koluka ye wana po asalisa bango na bampasi na bango,bato misusu mpe bakoma koya koluka ye wana po asalisa bango na bapasi na bango,3,3,15,64,3,0,0
zela nanu,zela mani,1,2,2,8,1,0,0
sanza misato ya preavis po abima na ndako,sanza misato ya prezavi po abima na ndako,1,2,8,34,1,0,0
obosani ete ozali na katikati ya fulu ya kinshasa,obosani ete azali na katikati ya fulu ya kinshasa,1,1,9,41,1,0,0
akoma na ye kaka mɔtɔ ya mabanga,bakoma na ye kaka mɔtɔ ya mabanga,1,1,7,26,1,0,0
ayebelaki koloba kikongo wapi ye muluba awutaki kasayi,ayebelaki koloba kekongo wapi ye moluba awutaki kasai,3,3,8,47,3,0,0
bayaka kotala barumbu,bayaka kotala balumbu,1,1,3,19,1,0,0
atali oyɔ azalaki mwa mosika pe amatisi mwa mongongo po ezipa makelele ya mindulε,atali oyɔ azalaki mwa mosika pe amatisi mwa mongongo po ezipa makelele ya mindulε,0,0,14,68,0,0,0
kasi na lingala commune ezali ntaka,kasi na lingala kommune ezali ntaka,1,1,6,30,1,0,0
ngai nazali mwana na bino ya barumbu,ngai nazali mwana na bino ya bayumbu,1,1,7,30,1,0,0
tshotsho akitisi kitalatala oyɔ ya ngambo ye afandaki,tshotsho akitisi kita na tala oyɔ ya ngambo ye afandaki,3,1,8,46,1,2,0
lokuta na lofundu batata na bamama mibimba,lokuta na lokundu batata na bamama mobemba,2,3,7,36,2,0,0
na tango wana tshotsho amoni mipende ya bolεngε ye pe amiyɔki bolεngε,na ntango wana totsjo amoni mipenbe ya bolenge ye pe akomi bolenge,6,14,12,58,6,0,0
bozosilisa batata batu bambɔgɔ na bango,bazosilisa batata bato bambɔgɔ na bango,2,2,6,34,2,0,0
kanisa kaka ke muluba mutu ya lumumba akeyi kobatama na kimbanseke epayi ya bakongo batu ya kasavubu,kanisakaka que muluba mutɔ ya lomumba akeyi kobatama na kimbaseki epayi ya bakongo bato ya kasavubu,7,7,17,84,6,0,1
bana oyɔ obomaki bazali lokola bana na ngai,bana oyɔ okomaki bazalaki lokola bana na ngai,2,3,8,36,2,0,0
yɔ okolobela ngai nini,yɔ okolobela ngai nini,0,0,4,19,0,0,0
wana pe ye mokonzi yango zoba lokola soki ndenge nini asepeli,wana pe mokonzi yango zoba lokola soki ndenge nini asepeli,1,2,11,51,0,0,1
bokutani po mokonzi na mokonzi azoluka kwanga po na mboka na ye,bokutani mpo mokonzi na mokonzi azoluka kwanga mpo na mboka na ye,2,2,12,52,2,0,0
bato na ye basali makasi babendi ye na se ya lobeto azalaki kobetama bakotisi ye na motuka pe batamboli,bato na ye basali makasi babengi ye na se ya lobeto azalaki kobetama bakotisi ye na motuka pe batamboli,1,1,19,85,1,0,0
asala nyɔnso akota na guvernema oyɔ ya joseph esimba te,asala nyɔnso akota na gouvernemeant oyɔ ya josi esimba tein,3,9,10,46,3,0,0
akoti na epemelo amoni mwana ya mosala asilaki kopangusa ndako,akoti na epemelo amoni mwana ya mosala asilaki kopangwasa ndako,1,2,10,53,1,0,0
ndenge koffi olomide ayemba  elεngi efandaka epayi na biso,nde gi cofi olomide yayemba elongi efandaka epayi na biso,5,6,9,49,4,1,0
